0.6109624584448229,0.7278607101046249,0.1799243191871655,0.04441044104410441,-0.420215060185419,0.020202020202020204,0.5048484848484849,0.20202020202020202,0.46402803545661,0.5579396921049712,0.01693652004090228,0.09894990434212227,0.40712861814689555,0.5809230303082648,0.2,0.21,0.22,0.23,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.27,0.27,0.28,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.38,0.38,0.39,0.51,0.52,0.52,0.53,0.53,0.53,0.56,0.56,0.57,0.57,0.57,0.59,0.59,0.59,0.6,0.63,0.63,0.64,0.64,0.64,0.66,0.66,0.67,0.68,0.69,0.7,0.71,0.73,0.74,0.75,0.75,0.77,0.77,0.78,0.8,0.81,0.81,0.84,0.84,0.85,0.86,0.87,0.87,0.88,0.92,0.93,0.94,0.94,0.95
0.5954375866112355,0.6785496402980025,0.1316107357147024,0.04455445544554456,-0.33587046145321225,0.020202020202020204,0.5,0.15151515151515152,0.44836116264687964,0.532382561145222,0.01683493291433201,0.09944908263352666,0.41717660372557397,0.5648533302689867,0.15,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.36,0.37,0.37,0.38,0.38,0.41,0.45,0.45,0.46,0.46,0.47,0.47,0.49,0.49,0.5,0.5,0.51,0.51,0.51,0.51,0.52,0.53,0.53,0.53,0.53,0.54,0.55,0.56,0.56,0.57,0.57,0.61,0.62,0.62,0.63,0.64,0.66,0.67,0.69,0.7,0.7,0.72,0.73,0.74,0.74,0.76,0.76,0.77,0.78,0.79,0.8,0.83,0.84,0.84,0.86,0.87,0.88,0.9,0.9,0.9,0.93
0.5789228223258613,0.648143769985341,0.1097493588236495,0.04489048904890489,-0.2975754352583158,0.020202020202020204,0.48868686868686867,0.1717171717171717,0.4599051741908904,0.5461794265873274,0.018725988677265614,0.10919101403598888,0.413740854509209,0.5487224895244002,0.17,0.22,0.23,0.24,0.25,0.25,0.26,0.26,0.26,0.27,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.31,0.31,0.31,0.32,0.32,0.32,0.33,0.33,0.33,0.34,0.34,0.34,0.35,0.36,0.36,0.37,0.37,0.39,0.4,0.41,0.41,0.42,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.44,0.45,0.45,0.46,0.46,0.46,0.49,0.49,0.51,0.51,0.51,0.53,0.53,0.53,0.53,0.54,0.54,0.54,0.56,0.56,0.56,0.58,0.59,0.6,0.61,0.62,0.62,0.63,0.63,0.66,0.68,0.7,0.71,0.72,0.73,0.73,0.73,0.74,0.75,0.8,0.81,0.81,0.81,0.83,0.83,0.84,0.88,0.89,0.93,0.93
0.6184351267515242,0.7526316134472805,0.21799738790468542,0.044458445844584464,-0.4398325980257623,0.020202020202020204,0.5032323232323233,0.1919191919191919,0.47598433312719335,0.5748931575448152,0.01727007605909966,0.09813809173418107,0.3991112173740735,0.5856588028194808,0.19,0.19,0.2,0.24,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.31,0.31,0.32,0.32,0.32,0.33,0.33,0.33,0.34,0.34,0.35,0.35,0.35,0.35,0.35,0.36,0.36,0.36,0.37,0.53,0.53,0.54,0.54,0.57,0.57,0.57,0.58,0.58,0.58,0.59,0.6,0.6,0.62,0.62,0.62,0.65,0.65,0.66,0.68,0.7,0.71,0.72,0.72,0.72,0.74,0.75,0.76,0.76,0.78,0.78,0.8,0.83,0.83,0.83,0.84,0.85,0.86,0.9,0.9,0.91,0.91,0.92,0.93,0.95,0.95,0.96
0.6171384602923906,0.7305835547644893,0.18506296037868888,0.04440444044404441,-0.40709174611906396,0.020202020202020204,0.5050505050505051,0.0707070707070707,0.4638218923933237,0.5578124870102702,0.019409800552712395,0.09762709691338606,0.39477545824603283,0.5824917757461032,0.07,0.19,0.22,0.23,0.24,0.24,0.24,0.26,0.27,0.27,0.27,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.36,0.36,0.37,0.38,0.5,0.51,0.51,0.52,0.53,0.53,0.53,0.54,0.55,0.55,0.56,0.56,0.57,0.58,0.58,0.59,0.61,0.61,0.62,0.64,0.65,0.65,0.67,0.67,0.68,0.69,0.72,0.72,0.75,0.75,0.76,0.76,0.77,0.78,0.79,0.8,0.8,0.8,0.83,0.84,0.85,0.87,0.87,0.88,0.9,0.91,0.91,0.91,0.95,0.95
0.5698034682080925,0.6322165037492643,0.09865310729980463,0.045004500450045004,-0.28232404107917336,0.020202020202020204,0.48484848484848486,0.21212121212121213,0.45351473922902674,0.5336688852110423,0.017624390707381813,0.10804381713695832,0.4152358782806046,0.5413889811349499,0.21,0.23,0.23,0.24,0.24,0.24,0.25,0.26,0.26,0.26,0.27,0.27,0.28,0.28,0.29,0.29,0.31,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.35,0.35,0.38,0.39,0.4,0.4,0.4,0.41,0.41,0.41,0.41,0.41,0.42,0.42,0.43,0.44,0.44,0.44,0.44,0.45,0.45,0.46,0.46,0.46,0.46,0.49,0.49,0.49,0.5,0.5,0.5,0.51,0.51,0.52,0.53,0.53,0.54,0.54,0.55,0.55,0.56,0.56,0.57,0.59,0.6,0.65,0.65,0.69,0.7,0.71,0.71,0.71,0.71,0.73,0.74,0.74,0.75,0.76,0.79,0.8,0.8,0.8,0.8,0.85,0.86,0.87,0.87,0.92
0.6194634684127885,0.752759343942882,0.22189398997637524,0.044458445844584464,-0.4373687352797044,0.020202020202020204,0.5032323232323233,0.20202020202020202,0.47598433312719307,0.5747340073697996,0.017835874193153904,0.09740385548795416,0.3989515716767232,0.5860538862709777,0.2,0.21,0.22,0.22,0.23,0.23,0.23,0.25,0.26,0.26,0.26,0.26,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.31,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.34,0.34,0.35,0.36,0.36,0.37,0.37,0.37,0.38,0.39,0.53,0.53,0.54,0.55,0.55,0.55,0.55,0.56,0.58,0.58,0.59,0.6,0.6,0.61,0.64,0.64,0.66,0.67,0.67,0.67,0.68,0.69,0.7,0.71,0.71,0.72,0.75,0.76,0.79,0.79,0.79,0.79,0.83,0.84,0.85,0.85,0.87,0.87,0.89,0.89,0.9,0.91,0.91,0.93,0.95,0.96,0.96
0.6143947611315848,0.7316618416325776,0.1904500882174276,0.04441044104410441,-0.4135703665838965,0.020202020202020204,0.5048484848484849,0.1111111111111111,0.484642341785202,0.5957834733436032,0.01785890552236525,0.10206573372991591,0.40296657604538444,0.5825030420730618,0.11,0.23,0.24,0.24,0.25,0.25,0.25,0.26,0.26,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.34,0.34,0.34,0.35,0.35,0.35,0.35,0.36,0.37,0.37,0.38,0.51,0.51,0.52,0.52,0.53,0.53,0.54,0.54,0.54,0.57,0.57,0.58,0.58,0.58,0.6,0.6,0.6,0.61,0.62,0.64,0.66,0.67,0.68,0.68,0.69,0.69,0.73,0.74,0.74,0.75,0.77,0.78,0.79,0.8,0.81,0.82,0.84,0.84,0.86,0.86,0.87,0.87,0.89,0.9,0.91,0.91,0.92,0.94,0.97
0.5879182457640866,0.6650742123472655,0.11934110168934076,0.04478847884788479,-0.309140213215727,0.020202020202020204,0.4921212121212121,0.1717171717171717,0.44609358895073437,0.523509897181806,0.017406121141036054,0.10137945090745502,0.412929563839211,0.5547341087160643,0.17,0.19,0.21,0.23,0.25,0.25,0.25,0.26,0.26,0.26,0.27,0.27,0.28,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.31,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.35,0.35,0.36,0.36,0.37,0.38,0.38,0.39,0.41,0.42,0.42,0.43,0.43,0.43,0.44,0.44,0.45,0.46,0.46,0.46,0.47,0.48,0.48,0.48,0.48,0.49,0.5,0.51,0.51,0.52,0.52,0.53,0.53,0.54,0.55,0.55,0.56,0.57,0.59,0.6,0.61,0.61,0.61,0.65,0.67,0.67,0.68,0.69,0.71,0.73,0.74,0.75,0.76,0.76,0.79,0.8,0.8,0.81,0.82,0.82,0.82,0.85,0.85,0.87,0.91,0.91,0.92
0.6024900199943658,0.7011277200866779,0.15191326210399964,0.04441044104410441,-0.392953109382403,0.020202020202020204,0.5048484848484849,0.12121212121212122,0.46402803545661003,0.5616727496169603,0.01780375270336538,0.10131002086199352,0.40795670356333535,0.5749609426795104,0.12,0.14,0.18,0.25,0.26,0.26,0.26,0.27,0.27,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.3,0.3,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.35,0.35,0.35,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.39,0.4,0.49,0.49,0.5,0.5,0.52,0.52,0.53,0.53,0.54,0.55,0.55,0.56,0.57,0.58,0.58,0.58,0.6,0.6,0.62,0.62,0.62,0.63,0.65,0.65,0.65,0.66,0.67,0.68,0.68,0.69,0.71,0.71,0.72,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.83,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.91,0.94,0.95
