Column1,name,Random Forest,Logistic Regression,SVM,NN,Random Forest std,Logistic Regression std,SVM std,NN std,min std=rf,max,2 feat max
247,"APL, closeness centralization, betweeness centralization",52.89%,43.10%,45.56%,45.12%,0.009564951,0.013673652,0.014878282,0.012642933,0.5289375,0.5289375,0
357,"degree centralization, closeness centralization, betweeness centralization",52.88%,43.71%,45.68%,45.63%,0.007656951,0.011709538,0.010482314,0.00872765,0.5288125,0.5288125,0
332,"den, closeness centralization, betweeness centralization",52.86%,42.97%,46.06%,45.86%,0.01073127,0.011532055,0.013674366,0.012298533,0.5285625,0.5285625,0
240,"APL, edge connectivity, effective graph resistence",52.41%,41.95%,47.41%,41.96%,0.011288995,0.012211675,0.008240525,0.101154295,0,0.5240625,0
345,"edge connectivity, degree centralization, effective graph resistence",50.15%,47.90%,52.21%,51.42%,0.010724534,0.009237322,0.008852966,0.013500723,0,0.522125,0
243,"APL, degree centralization, betweeness centralization",52.14%,42.52%,45.99%,46.11%,0.009201732,0.007246767,0.009708445,0.010018732,0,0.521375,0
349,"edge connectivity, closeness centralization, effective graph resistence",49.06%,48.21%,52.08%,51.23%,0.01285572,0.012491247,0.00887764,0.014410418,0,0.52075,0
325,"den, edge connectivity, effective graph resistence",52.04%,43.39%,50.29%,51.97%,0.010143694,0.01188092,0.007262113,0.016961008,0,0.5204375,0
254,"APL, eigenvector centralization, effective graph resistence",52.03%,36.18%,48.18%,45.45%,0.012387777,0.016636744,0.007684196,0.109237342,0,0.5203125,0
354,"edge connectivity, eigenvector centralization, effective graph resistence",49.11%,43.14%,52.03%,49.07%,0.012953643,0.013932875,0.008914525,0.081869489,0,0.52025,0
328,"den, degree centralization, betweeness centralization",51.74%,43.37%,45.64%,46.58%,0.012066871,0.008168155,0.012040946,0.014667673,0,0.517375,0
301,"diam, edge connectivity, closeness centralization",45.74%,48.39%,51.73%,51.11%,0.008521343,0.015244876,0.012254463,0.00894449,0.4574375,0.51725,0
321,"den, edge connectivity, degree centralization",47.11%,47.93%,51.63%,51.04%,0.008592557,0.013339907,0.011820434,0.007463714,0,0.5163125,0
339,"den, eigenvector centralization, effective graph resistence",51.32%,38.19%,51.56%,42.77%,0.009533862,0.023209306,0.011706035,0.144692616,0.5131875,0.515625,0
330,"den, degree centralization, effective graph resistence",51.56%,44.13%,49.29%,47.38%,0.011391472,0.015810029,0.008409444,0.0117991,0,0.515625,0
237,"APL, edge connectivity, closeness centralization",47.64%,47.46%,51.39%,51.49%,0.009785991,0.012738966,0.012125,0.009178993,0,0.5149375,0
226,"APL, diam, eigenvector centralization",47.69%,31.95%,51.41%,43.78%,0.013955846,0.037331706,0.010395499,0.123334609,0,0.5140625,0
298,"diam, den, effective graph resistence",50.31%,33.54%,44.71%,51.31%,0.010779937,0.020271979,0.01238762,0.030526628,0.5030625,0.513125,0
245,"APL, degree centralization, effective graph resistence",51.27%,44.29%,47.81%,47.03%,0.00831062,0.010491998,0.009982211,0.018481938,0.5126875,0.5126875,0
300,"diam, edge connectivity, degree centralization",46.44%,47.58%,51.26%,50.79%,0.010407517,0.00917729,0.009347668,0.012219349,0,0.5125625,0
342,"edge connectivity, degree centralization, closeness centralization",47.57%,47.86%,51.17%,51.06%,0.014875656,0.016462078,0.014128456,0.009804535,0,0.5116875,0
236,"APL, edge connectivity, degree centralization",46.63%,47.54%,51.03%,50.69%,0.008539659,0.011408775,0.003238562,0.005303301,0,0.5103125,0
322,"den, edge connectivity, closeness centralization",48.29%,48.30%,50.68%,49.99%,0.009113863,0.013752273,0.009407444,0.006154267,0,0.50675,0
359,"degree centralization, closeness centralization, effective graph resistence",50.67%,45.38%,48.14%,48.04%,0.009329263,0.013837788,0.017746148,0.011752825,0.5066875,0.5066875,0
311,"diam, closeness centralization, betweeness centralization",50.52%,42.89%,45.46%,45.17%,0.0131875,0.00884789,0.009062284,0.008057654,0,0.5051875,0
242,"APL, degree centralization, closeness centralization",50.52%,44.34%,44.88%,45.94%,0.007791472,0.01483029,0.009887848,0.009206825,0.5051875,0.5051875,0
307,"diam, degree centralization, betweeness centralization",50.49%,42.90%,46.26%,46.38%,0.008921533,0.012954849,0.013225213,0.00730475,0,0.504875,0
327,"den, degree centralization, closeness centralization",50.41%,44.06%,46.50%,46.18%,0.009934355,0.010273601,0.010155048,0.015343591,0.5040625,0.5040625,0
239,"APL, edge connectivity, eigenvector centralization",50.35%,37.91%,47.94%,48.29%,0.008004881,0.018067149,0.01087015,0.019778461,0.5035,0.5035,0
295,"diam, den, closeness centralization",50.10%,43.06%,45.83%,45.77%,0.006362733,0.012972326,0.011805057,0.01279053,0.501,0.501,0
302,"diam, edge connectivity, betweeness centralization",47.61%,37.56%,49.92%,39.15%,0.009004339,0.016801809,0.010650888,0.035209418,0.476125,0.4991875,0
324,"den, edge connectivity, eigenvector centralization",49.87%,41.41%,49.27%,48.23%,0.01482568,0.013414078,0.008482749,0.015692479,0,0.4986875,0
234,"APL, den, effective graph resistence",49.86%,31.38%,44.04%,45.55%,0.011782701,0.010879309,0.007072173,0.137889732,0,0.4985625,0
227,"APL, diam, effective graph resistence",49.86%,33.64%,43.43%,39.56%,0.008678503,0.027981649,0.016411338,0.081657368,0.4985625,0.4985625,0
319,"diam, eigenvector centralization, spectral radius",48.31%,39.05%,49.79%,40.71%,0.010692616,0.02461548,0.013425722,0.133728401,0.4830625,0.497875,0
297,"diam, den, eigenvector centralization",47.46%,37.20%,49.62%,47.17%,0.013062949,0.026641134,0.011379292,0.072499353,0,0.4961875,0
224,"APL, diam, closeness centralization",49.49%,43.58%,45.81%,45.58%,0.010279113,0.012972477,0.010602918,0.00775,0,0.4949375,0
318,"diam, eigenvector centralization, effective graph resistence",47.39%,37.23%,49.48%,47.64%,0.009810908,0.020781978,0.009262028,0.073577553,0,0.4948125,0
306,"diam, degree centralization, closeness centralization",49.29%,43.35%,45.78%,45.69%,0.010695355,0.013196827,0.009186437,0.008373367,0,0.492875,0
305,"diam, edge connectivity, spectral radius",47.41%,44.75%,49.22%,47.29%,0.008377099,0.011011358,0.010338792,0.013775686,0.4740625,0.49225,0
304,"diam, edge connectivity, effective graph resistence",45.23%,43.30%,49.20%,46.55%,0.00880363,0.018236296,0.011864469,0.012108881,0.4523125,0.492,0
313,"diam, closeness centralization, effective graph resistence",49.17%,44.27%,47.76%,47.01%,0.011380493,0.009658424,0.0101875,0.006081799,0,0.49175,0
222,"APL, diam, edge connectivity",46.24%,39.11%,48.95%,40.54%,0.009837746,0.023226214,0.010341059,0.013217531,0.462375,0.4895,0
309,"diam, degree centralization, effective graph resistence",48.93%,44.29%,48.78%,47.28%,0.007376324,0.013296645,0.01038422,0.010270749,0.4893125,0.4893125,0
352,"edge connectivity, betweeness centralization, effective graph resistence",48.86%,42.20%,47.76%,45.32%,0.008463155,0.01557191,0.008752009,0.067911046,0.488625,0.488625,0
231,"APL, den, closeness centralization",48.58%,43.06%,46.03%,45.77%,0.011364178,0.014031215,0.00829274,0.0118125,0,0.4858125,0
353,"edge connectivity, betweeness centralization, spectral radius",48.57%,43.12%,46.65%,45.36%,0.012224463,0.014190253,0.008804296,0.067079011,0,0.48575,0
293,"diam, den, edge connectivity",45.97%,40.16%,47.85%,40.56%,0.010209715,0.007411984,0.009727538,0.01054177,0,0.4785,0
238,"APL, edge connectivity, betweeness centralization",47.80%,35.76%,40.75%,40.21%,0.013389595,0.012482644,0.010322911,0.010011907,0,0.478,0
323,"den, edge connectivity, betweeness centralization",47.09%,38.59%,41.94%,39.97%,0.013579195,0.008409444,0.007902976,0.01315844,0,0.4709375,0
233,"APL, den, eigenvector centralization",46.70%,32.53%,45.64%,40.96%,0.00893903,0.036423293,0.019057479,0.110737602,0.467,0.467,0
230,"APL, den, degree centralization",43.77%,44.14%,46.57%,45.64%,0.01075672,0.014358822,0.008775855,0.012202875,0,0.46575,0
229,"APL, den, edge connectivity",46.57%,37.78%,41.66%,40.05%,0.011083666,0.016320041,0.008647841,0.013278272,0,0.4656875,0
223,"APL, diam, degree centralization",43.57%,42.49%,45.81%,46.37%,0.010324614,0.01086296,0.012701501,0.009923339,0,0.4636875,0
294,"diam, den, degree centralization",43.56%,43.71%,45.78%,45.78%,0.012115976,0.012157977,0.011673287,0.010402824,0,0.45775,0
316,"diam, betweeness centralization, effective graph resistence",44.70%,33.43%,43.82%,35.36%,0.009038978,0.024266505,0.02270127,0.11204493,0.447,0.447,0
317,"diam, betweeness centralization, spectral radius",42.96%,32.15%,37.41%,38.54%,0.013024016,0.015482349,0.011054552,0.016882059,0,0.429625,0
225,"APL, diam, betweeness centralization",41.11%,29.70%,40.89%,35.19%,0.009518896,0.062713884,0.012430431,0.107716878,0.411125,0.411125,0
296,"diam, den, betweeness centralization",40.78%,31.94%,35.14%,40.06%,0.012,0.040481911,0.017008844,0.111272628,0.40775,0.40775,0
232,"APL, den, betweeness centralization",40.06%,28.59%,31.86%,35.77%,0.008555882,0.035278191,0.018387751,0.085509594,0.400625,0.400625,0
221,"APL, diam, den",39.18%,21.48%,23.71%,26.32%,0.010995205,0.024947132,0.020450397,0.043436781,0.3918125,0.3918125,0
